stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np,np_pl,superordinate.freq
7,darkness,William takes a walk and notices the coat of a pitbull.,dogs,pitbull,low,light,positive,pitbull,coats,coat,0,0,dogs,pitbulls,dogs
40,loudness,Melinda wants to play music and tries out an ukelele.,guitars,ukelele,low,loud,positive,ukelele,musical instruments,instruments,0,0,guitars,ukeleles,guitars
40,loudness,Laura wants to play music and tries out an ukelele.,guitars,ukelele,low,quiet,negative,ukelele,instruments,instruments,0,0,guitars,ukeleles,guitars
56,size,Jennifer sees her friend's new smartcar.,vehicles,smartcar,low,small,negative,smart,cars,cars,0,0,vehicles,smartcars,vehicles
24,length_duration,Julia sees a friend driving a smartcar.,vehicles,smartcar,low,short,negative,smart,cars,cars,0,0,vehicles,smartcars,vehicles
87,width,Kathleen is driving on a downtown street.,roads,downtown street,medium,wide,positive,downtown,streets,streets,0,0,roads,downtown streets,roads
45,price,Gary wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,jewelry,jewelry,0,0,bracelets,metal bracelets,bracelets
30,loudness_n,Lucas meets a friend at a conference center.,venue,conference center,medium,noisy,positive,conference center,rooms,rooms,0,0,venue,conference centers,venues
81,weight,Robert is helping a friend move and picks up their chair.,furniture,chair,medium,heavy,positive,chair,objects,objects,0,0,furniture,chairs,furniture
86,width,David is in a forest and sees a bear den.,dens,bear den,high,narrow,negative,bear,passages,dens,0,1,dens,bear dens,dens
76,temperature_h,Tanya is spending her Saturday at a sauna.,places,sauna,high,hot,positive,sauna,rooms,rooms,0,0,places,saunas,places
77,temperature_h,Kim is at a restaurant and takes a taste of a chocolate fondue.,food,chocolate fondue,high,hot,positive,fondue,food,food,0,0,food,chocolate fondues,food
30,loudness_n,Jasmine meets a friend at a church.,venue,church,low,quiet,negative,church,places,places,0,0,venue,churches,venues
18,height,David is looking at a sunflower.,flowers,sunflower,high,short,negative,sunflower,plants,plants,0,0,flowers,sunflowers,flowers
39,loudness_n,Julia is at a lake and hears the sound of a sailboat.,boats,sailboat,medium,loud,positive,sailboat,vehicles,vehicles,0,0,boats,sailboats,boats
72,temperature,Maya takes the first bite of her ice cream.,food,ice cream,low,warm,positive,ice cream,desserts,desserts,0,0,food,ice cream,food
90,width,Jennifer is attempting to move furniture through the back door of her house.,doorways,back door,low,wide,positive,back,furniture,furniture,0,0,doorways,back doors,doorways
47,price,Simon is shopping for berries and looks at the price of raspberries.,berries,raspberries,medium,expensive,positive,raspberries,fruits,fruit,0,0,berries,raspberries,berries
75,temperature_h,Robert is in his kitchen and puts his hand in the pantry.,locations,pantry,medium,warm,positive,pantry,rooms,rooms,0,0,locations,pantries,locations
64,speed,Jennifer is at a friend's house and sees their pet turtle come towards them.,pets,turtle,low,slow,negative,turtle,animals,animals,0,0,pets,turtles,pets
24,length_duration,Kim sees a friend driving a smartcar.,vehicles,smartcar,low,short,negative,smart,cars,cars,0,0,vehicles,smartcars,vehicles
89,width,Claire is walking on a boulevard.,roads,boulevard,high,narrow,negative,boulevard,streets,streets,0,0,roads,boulevards,roads
87,width,Kathleen is driving on a downtown street.,roads,downtown street,medium,wide,positive,downtown,streets,streets,0,0,roads,downtown streets,roads
41,price,Kim is at a decoration shop and looks at a statue made of platinum.,statues,platinum,high,cheap,negative,platinum,metals,statue,0,1,statues,platinum statue,statues
26,length_duration,Natalia is looking at a highway on Google Maps.,roads,highway,high,long,positive,highway,routes,routes,0,0,roads,highways,roads
37,loudness_n,Laura is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,quiet,negative,electric,cars,cars,0,0,vehicles,electric cars,vehicles
66,speed_f,Stephanie is at an airport and sees a helicopter in the air.,aircrafts,helicopter,medium,fast,positive,helicopter,vehicles,vehicles,0,0,aircrafts,helicopters,aircrafts
89,width,Julia is walking on a boulevard.,roads,boulevard,high,wide,positive,boulevard,streets,streets,0,0,roads,boulevards,roads
13,hardness,Jasmine is at a hardware store and picks up a piece of cotton.,materials,cotton,low,soft,negative,cotton,objects in-store,objects,0,0,materials,cottons,materials
37,loudness_n,Michael is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,quiet,negative,electric,cars,cars,0,0,vehicles,electric cars,vehicles
30,loudness_n,Maya meets a friend at a party.,venue,party,high,noisy,positive,party,places,places,0,0,venue,parties,venues
77,temperature_h,Laura is at a restaurant and takes a taste of a chocolate fondue.,food,chocolate fondue,high,hot,positive,fondue,foods,food,0,0,food,chocolate fondues,food
26,length_duration,John is looking at a highway on Google Maps.,roads,highway,high,short,negative,highway,ways,ways,0,0,roads,highways,roads
83,weight,Alexander is at a craft shop and picks up a piece of wool.,materials,wool,high,heavy,positive,wool,wood,wood,0,0,materials,wool,materials
90,width,Kim is attempting to move furniture through the patio door of her house.,doorways,patio door,medium,wide,positive,patio,doors,doors,0,0,doorways,patio doors,doorways
10,hardness,Stephanie is eating a marshmallow.,candies,marshmallow,low,soft,negative,marshmallow,foods,food,0,0,candies,marshmallows,candies
83,weight,William is at a craft shop and picks up a piece of silk.,materials,silk,low,heavy,positive,silk,fabrics,fabric,0,0,materials,silks,materials
90,width,Josh is attempting to move furniture through the patio door of his house.,doorways,patio door,medium,wide,positive,patio,pieces of furnature, furniture,0,0,doorways,patio doors,doorways
29,loudness,Gabriel is listening to a rock concert.,concerts,rock concert,high,loud,positive,rock concert,music,music,0,0,concerts,rock concerts,concerts
6,darkness,Stephen is creating a flower bouquet and picks out a daisy.,flowers,daisy,high,light,positive,daisy,bouquets,bouquet,0,0,flowers,daisies,flowers
76,temperature_h,Eric is spending his Saturday at a sauna.,places,sauna,high,hot,positive,sauna,rooms,rooms,0,0,places,saunas,places
88,width,Stephen is standing at the bank of a stream.,waterways,stream,medium,narrow,negative,stream,bank,bank,0,0,waterways,streams,waterways
6,darkness,Sophie is creating a flower bouquet and picks out a daisy.,flowers,daisy,high,light,positive,daisy,bouquet,bouquet,0,0,flowers,daisies,flowers
64,speed,Lee is at a friend's house and sees their pet rabbit come towards them.,pets,rabbit,high,slow,negative,rabbit,animals,animals,0,0,pets,rabbits,pets
56,size,William sees his friend's new smartcar.,vehicles,smartcar,low,small,negative,smart,cars,cars,0,0,vehicles,smartcars,vehicles
30,loudness_n,Sophie meets a friend at a church.,venue,church,low,quiet,negative,church,places,places,0,0,venue,churches,venues
24,length_duration,Michelle sees a friend driving a smartcar.,vehicles,smartcar,low,short,negative,smart,cars,cars,0,0,vehicles,smartcars,vehicles
37,loudness_n,Jasmine is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,car,cars,0,0,vehicles,electric cars,vehicles
14,hardness,Charles is in his bedroom and sits on a bedboard.,furniture,bedboard,high,soft,negative,bedboard,mattresses,bedbedboardes,1,0,bedboard,bedboards,furniture
83,weight,Melinda is at a craft shop and picks up a piece of cotton.,materials,cotton,medium,light,negative,cotton,yarn,yarn,0,0,materials,cottons,materials
90,width,Jennifer is attempting to move furniture through the patio door of her house.,doorways,patio door,medium,narrow,negative,patio,doors,doors,0,0,doorways,patio doors,doorways
75,temperature_h,Angela is in her kitchen and puts her hand in the pantry.,locations,pantry,medium,warm,positive,pantry,areas around,areas,0,0,locations,pantries,locations
67,strength,Michelle watches a child lift up a box.,people,child,low,weak,negative,child,boxes,box,0,0,people,children,people
54,size,Angela is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,vegetables,vegetables,0,0,fruit,kumquats,fruit
30,loudness_n,Charles meets a friend at a conference center.,venue,conference center,medium,noisy,positive,conference center,places,places,0,0,venue,conference centers,venues
47,price,Claire is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,expensive,positive,strawberries,fruit,fruit,0,0,berries,strawberries,berries
37,loudness_n,Laura is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,cars,cars,0,0,vehicles,electric cars,vehicles
14,hardness,Monica is in her bedroom and sits on a bedboard.,furniture,bedboard,high,soft,negative,bedboard,beds,beds,0,0,furniture,bedboards,furniture
24,length_duration,Lee sees a friend driving a limousine.,vehicles,limousine,high,short,negative,limo,cars,cars,0,0,vehicles,limousines,vehicles
35,loudness,Lee is in a room with an adult.,people,adult,low,quiet,negative,adult,rooms,rooms,0,0,people,adults,people
5,darkness,Kim is writing with a pen and notices the color of the script.,scripts,pen,medium,dark,negative,pen,scripts,script,0,0,scripts,pens,scripts
13,hardness,Natalia is at a hardware store and picks up a piece of plastic.,materials,plastic,medium,hard,positive,plastic,things,things,0,0,materials,plastic,materials
47,price,Cameron is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,expensive,positive,strawberries,fruits,fruit,0,0,berries,strawberries,berries
3,darkness,Jasmine is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,light,positive,cheesecake,desserts,desserts,0,0,cakes,cheesecakes,cakes
76,temperature_h,Anthony is spending his Saturday at an ice rink.,places,ice rink,low,hot,positive,ice rink,weather,weather,0,0,places,ice rinks,places
70,strength,Greg is painting and tries a new oil paint.,paints,oil paint,high,weak,negative,oil,paintings,paintings,0,0,paints,oil paints,paints
24,length_duration,Cameron sees a friend driving a pick-up truck.,vehicles,pick-up truck,medium,short,negative,pick-up,trucks,truck,0,0,vehicles,pick up trucks,vehicles
7,darkness,Sophie takes a walk and notices the coat of a poodle.,dogs,poodle,high,dark,negative,poodle,coats,coat,0,0,dogs,poodles,dogs
83,weight,Julia is at a craft shop and picks up a piece of cotton.,materials,cotton,medium,light,negative,cotton,pieces of fabric, fabric,0,0,materials,cottons,materials
90,width,Robert is attempting to move furniture through the patio door of his house.,doorways,patio door,medium,wide,positive,patio,furniture,furniture,0,0,doorways,patio doors,doorways
56,size,Charles sees his friend's new smartcar.,vehicles,smartcar,low,big,positive,smart,cars,cars,0,0,vehicles,smartcars,vehicles
65,speed,Kim is taking a walk with an adult.,people,adult,high,quick,positive,adult,walkers,walkers,0,0,people,adults,people
56,size,Melinda sees her friend's new sedan.,vehicles,sedan,medium,big,positive,sedan,cars,cars,0,0,vehicles,sedans,vehicles
40,loudness,Kim wants to play music and tries out an ukelele.,guitars,ukelele,low,quiet,negative,ukelele,string instuments,string instruments,0,0,guitars,ukeleles,guitars
73,temperature_h,Tom takes the first sip from a coffee.,drinks,coffee,high,hot,positive,coffee,room temperature liquids.,liquid,0,0,drinks,coffee,drinks
4,darkness,John steps outside during the dusk.,times of day,dusk,medium,dark,negative,dusk,places.,dusk,1,0,dusk,dusks,times of day
66,speed_f,Alexander is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,things in the airport.,thingsport,0,0,aircrafts,gliders,aircrafts
47,price,Charles is shopping for berries and looks at the price of boysenberries.,berries,boysenberries,high,expensive,positive,boysenberries,fruit,fruit,0,0,berries,boysenberries,berries
87,width,Kim is driving on a downtown street.,roads,downtown street,medium,narrow,negative,downtown,streets,streets,0,0,roads,downtown streets,roads
24,length_duration,Cameron sees a friend driving a pick-up truck.,vehicles,pick-up truck,medium,short,negative,pick-up,trucks,truck,0,0,vehicles,pick up trucks,vehicles
55,size,Alexander is at an aquarium and sees a herring.,fish,herring,low,big,positive,herring,birds,birds,0,0,fish,herrings,fish
61,speed,Daniel wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,quick,positive,instant pot,pots,cookware,0,1,cookware,instant pot,cookware
38,loudness,Simon is in a forest and hears a mockingbird .,birds,mockingbird,high,quiet,negative,mockingbird,places,places,0,0,birds,mockingbirds,birds
83,weight,Michelle is at a craft shop and picks up a piece of wool.,materials,wool,high,light,negative,wool,fabrics,fabric,0,0,materials,wool,materials
37,loudness_n,Alexander is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,cars,cars,0,0,vehicles,electric cars,vehicles
42,price,John is looking to rent a new place and checks out a villa.,rentals,villa,high,expensive,positive,villa,apartments,apartments,0,0,rentals,villas,rentals
81,weight,William is helping a friend move and picks up their trash can.,furniture,trash can,low,heavy,positive,trash can,items,items,0,0,furniture,trash cans,furniture
